cleaned_text,label
یکم گنگ سخت بودخوندنش کاش رون داستانو,0
معلق آسمان زمین گیج مبهوت چیکار آدم,1
توصیفات جزئیات توصیف چشم بریدن گوشت لخم توسط قصاب,1
فهم بخوام توضیح بدم سنگین واسه,0
چرت پرت,0
تعربفش شنو بخون دوس,0
پوچ سیاهی توصیف اشخاص اشیاء,1
سلام بزرگواری حرف زدن بلد رمان بخون دنیای واقعی برگرد قاعده مستثنی بنده,0
جالب پیچیده,1
پرویز موافق,0
تعریفشوشنیدم ودرکش سخته ادبیات قشنگی دارع توش منوداشت افسردع ادامه کتابوبخونم,1
برا درک فهم غیرواقعی پیچیده,1
راستش ادم دنیای عجیب باوری کتابی قطعا ارزش یکبار بخصوص قلم اقای چندین بتونی احساسات هوای درک ونتیجه باور قلم تاثیر گذار باشن,1
کاش اونی خیال همون ارزو کاش هیچوقت عوض نشیم شکلات مبین براش ذوق کاش کاش کاشی,1
تمومش حسو عجیبی میده,1
خواندنی,1
شنو دوست کتابو بخون سوال نوجوون خوبه,1
فهم روح استاد شمیسا استفاده,1
تعریف ازش,1
قلم قشنگه موضوع جالب عاشق اصلا نیامد,0
زیبایی,1
درک عمیق,1
جالب واسم نخاس ادام بدم درصورتی واسم جالبه,1
حرف نداره,1
خوبه امید میده وجالبه اخر مخصوصا اونجا معشوقه تیکه تیکه سرازیری میفته واد وحال روازدست میده,1
جالب عجیب,1
زیبا جدا بحث تفکرات قلمشون جزو قلم تاریخ ایرانه پیشنهاد بخونید یکبار چندبار,1
جالب عجیب آدم تداعی هرچ انت نزدیکتر منو محو نقد صحبت درمورد اقای نظرم ادم اندازه بتونه نقد نقد ایشون توسط ماها جورایی خنده,1
لذت مزه واقعی,1
یادمه سالم اسم شنو اومد راستش بخواین فهم الآن نسخه الکترونیکی خوندمش,1
سنگین جورایی پوچی,1
دوست همش درد امیدی ابهام,0
العاده,1
نخوندم سال کتابشو خون عالیه ستاره دارا بدم,1
نظرم نقد بخونید,0
سعید چیه,1
نیما یوشیج اثارهدایت خامی اشنا باعجله نورد اماعده مرگ انحصاری خودشان دوست ورفیق خودشان نمایانند انواع وسایل قدر بزرگتر خودشان بزرگتر مرگ عده نردبام نیما نقص روحی وشخصیتی اشارات ناجوانمردی انرا حمل خیالی اوکرد رفتار شین پرتو هند پذیرایی رفتار درکنگره حمایت شوی گلو بادش تاخودش,0
واکنش لقب معاصر جالبه وای بحال مملکتی نویس تازه انگاری قهار نقل فرزانه آشنایی,0
خودکشی ایثار تراژیک تجدید عهد بشری نیرو کائنات شباهت شوق جذبه نزد نقا شاعران مدرن صورت کوشش خروج گام ماورائی دید وسیله بالاخره دست یافتن مطلق چشم انداز آثار خودکشی پاسخ رویداد تاریخی عمده ناگهان پندار فروریخته خودکشی روشن ترین جان ایران قرن حاضر درست دلیل روشن بینی محکوم جامعهء ایرانی گشودن شیر گاز چهاردیواری محقر غربت برایش گذار مزار یوسف اسحاق پور,0
حیف نباشه زبر دست شاهکار دین قبول نداشته,1
امید آدم خوشبخت امیدوار نشده ستاره زیاده,0
لایه العاده پیشنهاد نداشتن زمینه فکری,1
مهمترین سورئالیسم ایران صحبت دکتر حسین پاینده خواندنی,1
ادبیات معاصر ایران رتبه سمفونی مروگان عباس معروف,1
نقص,1
آشنایی ذهن خلاق هنرمند دلیل کافیه,1
اگه تابحال افسردگی تجربه همزاد پنداری اگه تحربه حسی موقع بهتون دست میده همون افسردگیه شدیده حسی افسرده مدام درگیرشن خوندمش خودم معروف یکم فهم هنرمندانه ترین عجیب ترین شکل افسردگی رنج شدید مخاطب کمال منتقل انگار رنج لای صفحات مخاطب یادگار گذشته کتابی اتفاق برام نیوفتاده کتابی نمیتونه اینجور واقعی انسان منتقل جوری انگار تجربه,1
دوست میتونید فیلم اقتباس ساخته کیومرث درم ساخته رائول روئیز,1
عجیب ادبی لذت پرداز ویژگی فارق پایان ایشون واقعیت تفکر جالب,1
آشنا شید اهل زمین سطور تشکیل دهنده مرز ادبی کشور فراواقع گراییه بله هنوزه جرات نکرده نزدیکشون اگه سلیقه عاشقان سبک حباب موجود دوپای خوش مغز توی حبس مون بیاید بگم چشمام اذیت عناوین لذت بهم اضافه کاش خوندمش حقیقت درک نگاه تیره تابوشکن مخاطب سبک رایج دیگه عادت زدن عینک واقع بینی دارن تونه قدری سخت نرسونده ببوسن پرت کنن ساختن توسط عزیز جوگیر دیگه نادیده فارغ خلاقیت شگفت انگیز داستانی انعکاس فضای ذهنی دوران سطح بسنده نکرده مشغول مشکلات عمیق تری اعتیاد مواد قتل پوچ گرایی لذت خیانت جهان موازی میل خودکشی فهرست طولانی دیگه مشکلات روانشناختی شون توی شخصیت پرداز بدو بدو بخونید قبلش کاسه ظرفیت وجودتون نگاه بندازید اصلا حوصله آمادگی مواجهه موضوعات,1
اصلا نیومد مسئله ذائقه مطالعه مسئله اخلاقیاته مسئله روانه نخوندنی هاست,0
میگن هدف خواندن رمان ادبی سورئال ادبیات تمثیلات قلم لذت فارغ محتوا خوردمان تاثیر سوئی ناخواسته ذهن گذار اجتناب ناپذیر مخصوصا صورت انس غذای روح انسان چطور جسم دقت خوردش ندیم روح دقت مثال معمولا بچه پفک چیپس خوششون میاد اگه خوشمزه بخوره ضررهاشون کار نداشته خوردن صورت تفریح تاثیر سوء مضمون درسته ادبیات دلنشین انس گرفتن اینگونه کتب دراز کوتاه آسیب روح روان انسان زند,0
رمانی احساسی درآمیخته مشخصه صدق جرع کشیده همراه افکار فانتزی روانپریشی دنیای واقعی مرگ احساس پوچی احساس ایکنه بازی فریبکارانه,1
خوبیه حتما پیشنهاد دقت خوان,1
العادست,1
سبکی سورئالیسم خوداگاه درک دنبال معلول وهم خیال واقعیت پیچیده شخصیت اصلی زوال معنوی مردی انزوا خودخواسته قصد خودشناسی اسیر اوهام,1
تعریف بنده نداره تنهایی شاهکاره,1
جالب مرموز حوصله لذت دوس دیگرون نمیدونم علایق تیپ یکسان کامنت صرفا واسه نورد نخوندی اومدی کامنتا بخون خوبیه بگم میگ خوبه اهمیت میده بخون خودت بگو ازش لذت یانه قضاوت نکن ممنون هات تحسین هستن,1
نظیره آنقدر محترم چهارچوب مداره نتونست اثری ابعاد تکرار بقدر استعاره بدیع گاهی زیبایی آدم ترس افته دندان کرم خورده پیرمرد خنزرپنزری هام,1
بهشت برزخ جهنم گاهی زنده گوی برزخ گیج گنگ جهنم عذاب بهشت دنیا کام زیبایی مجسم,1
عاشق رمان اینو میدونم ممکنه رمان اتفاقی بیوفته قرار متن قصه میگ حالم روانپریشی نوشتن اگه نمیفهمین لطفا نرین داستانا نظرشون اشتباهه صراحت ارزش خواندن نداره,0
مدرنه شدت ایرانیه سبکی نگاه سمبولیک یاد آور آثار سمبولیک ادبیات کلاسیک فارسی عناصر موجود روایت فضای شهر باستانی خرابه هاش کوزه شراب نیلوفر ارجاع ادبیات کلاسیک ارتباط هند ادبیات ارتباطی شاعران سبک هندی عرفا کشور هندوستان فرهنگ اثیری توجه تصویر ازش چشم بادامی آبروی کمانی یاد آور معشوق شعر کلاسیک ماست معشوقی بعضا جفا پیشه سنگ ادبیات کلاسیک لزوما خدا هستی میاد اثیری معشوق نماد زیبایی رویا دست نیافتن هستی راوی یادآور عاشق جفا خواه منفعل شعر کلاسیک ماست عاشق معشوق ادبیات کلاسیک داستانی هزار طوطی نامه لیلی مجنون دیده نقدی میتونه عشق طرفه نهایت شکست مرگ منجر انگار سرنوشت نمادین بارها دوره مختلف شیوه مختلف راوی فارسی زبان اتفاق افته همانطور سرنوشت دوره مختلف زمانی خواب بیداری گذشتگان جمله پدر مادرش میاد معنا ادبیات کلاسیک جمله شعر کلاسیک ادبیات سمبولیک عرفانی دیده معنا شیوه مختلف خوانش لایه معنا مختلفه مهمترین مدرن فارسیه شدت برآمده ناخودآگاه ایرانی فارسی,1
الان تمومش شاهکار آدم سیخ نمادگراس کلمه هاش هزارتا معنی پنهون هرکس توجه طرز ممکنه برداشتای مختلف خلاصه قول نیچه پذیر مگر پیشاپیش دریافته اگه احساسات درک نکرده باشین سخت فهمیدن اگه خوشتون نیومده بذارین سال دنیاتون بزرگتر چیزای تجربه کردین بخونیننش کار هرمان هسه,1
انقدر درخشان آدم نتونه درک نقد درستی ازش هدف نابغه ذهنشون سال جلوتر مردم عصر خودشون تعجب الان نسل فهم درکش دشواره نشون نابغه ایشون میخوندمش خودم چطور همچین موضوعی جملات میتونه ذهن آدم برسه انقدر شاهکار رمز راز,1
انقدر جملات زیبا بوسیدنیست دلم میخواد بغلشون توصیش شاهکاره,1
العادست,1
قشنگ,1
فضای تنگ تاریک ذهن مان درک شرایط ذهنی روحی قرار اینگونه آثار سختی روح ابری سیاه نفوذ گفتنیست آشکار تقلید منتظر تائید پذیرش نکته اشاره هرآنچه قضا اینکار انجام بعدی نگاه خواندن قباحت توصیه چراکه دنیای آدم زیبا بوسیدنی دنیای غرق فلذا توان خواندن درک بهتری مسیر زندگیتان روحیات طرز قرار افکار افکار ریشه خشک,1
وحال خراب داستن سردی نمیدن اینقدر اسم,0
دوازدهمین کتابی طاقچه مطالعه واما سالی خوان سالی فضای گذار طاقچه مطالعه کار خودکشی افکار درکل بخوام بگم کتابی فضای سورئال مفاهیم پنهان خواننده نگاه توان مفهموم لزوما سبک سورئال تخیلی تلخ بدبختی درسته زمانه جالب توان طلایه نویسندگانی فضاسازی سورئال توأمان امید فضاسازی بدبختی پوچ گرایی دیگه درد نمیخوره هیچی آدم جامعه گریز روان پریش برسه نوشتن علاقه مند ترجمه قبیل تفکرات درهرصورت توانایی سال ادبیات گستره امروزی فضا انجام بده توان بدبختی فلاکت امید جامعه رمق تزریق,0
کتابی میدونستم گوش چقدر فضای متن دارک شدت اگه دنبال کتابی دارک پرداز قشنگ گردی پیشنهاد راجب متن میتون بگم سبک استادانه,1
لذت,1
عالیه,1
العاده فضای تاریک بهت زده انگار خون فرا,1
شرح احوالات مردم قالب نوشتن اشاره,0
آرزوی آرامش مرحوم درگذشتگان بارها باریکی عشق تنفر شنو عشق تنفر باریک دوسرزمین مرز مان دائما سرزمین عزیمت آنقدر جابه گیج تمرکز شکل پیشرفته استمرار اسیر افسردگی یاس دیوانگی سخت بشری دید ویژگی باهم خلق پاره جغرافیا آنچنان گنگ نویس درک باور معتاد تریاکی مشغول نگارش قصه شاعران کار مراتب سخت تری اعجاب انگیز کلمات ترکیب عبارت نویس آور امری استادانه انجام لحظه قصه ترکیب چنان درآمیخته قصه ابداع لحظه محتوا خواست کنده تفاسیر پایان غریبی رمان اندازه غریب جمله نمیتوان پایان بند درگیری حوصلگی ناامیدی افسردگی دیوانگی خواننده اسیر حدی اسیر نتوان جمله رمان لحظه افت رمان مرده زنده لحظه گوی چقدر زیبا مرده متحرک تصویر قدر درگیر کلافه آشفته,0
میتون جمله بگم بستگی درک اتفاق,1
وبه نظرم علمی استفاده ممنون طاقچه عزیز,1
شاهکار,1
نظرم شاهکار ادبی شخصیت پرداز پایان قصه درست متوجه آنقدر قلم قوی آنقدر انتقال احساسات واژه دقیق انتخاب جذاب زمان حسر نتونستم روز همچین شخصیت جالب ملاقات,1
جذابیت درکل,1
جمله جمله آدمارو فرو میبره حجم مهیج تفکر انگیزه چندین ماهیت نفر تعریف پایان جذابیت اضافه کلیت سبک متوجه میشید بقیه آثار ٪توصیه ولگرد زنده گور حاجی اقا جملاتیه خودتو توش,1
جالبیه دیگه یأس ناامیدی زمان دیگه نشون میده ایرادیه میتون,1
تکرار جمله توش راضی,1
زبون میاره بگه میتون بگم حیف زودتر آشنا,1
دوس اصل طرز نویس کلا طرز بقیه فرق طرز نوشتن خودم مشابه دان دوس افکار روز کاغذ بیاورم,1
قلم هنرمندانه توصیفات تشبیهات پرداز مشخصه اینه افسردگی خداناباور وچیزهایی ازین دست سطر سطر آدمو جهانی ترس ناامیدی پیام جالب نداره نمیخوام ایراد ژانر ربط مغازه خودکشی لذت پیام ارزشمند خلاصه بنظر بهتره اصلا خونده نشه اتلاف وقت,0
اگه مطلبو بتونی عالیه,1
چندین گذر صحبت هدف پایه اساس نمیدونم چطور انقد معروف,0
شاهکاریه قرن زمان جلوتره,1
مجموعه توهم خشونت درگیری مالیخولیایی,0
شاهکار ایرانیه نتونستم ارتباط برقرار,0
جالب جدیدی بهم اضافه دوس اینقد معروف بخون اینقد معروف اصلا لذت تلف,0
زخم خوره روح انزوا آهسته خور ترس احساسات گذار پیشنهاد خوان بگم محتوا جالب شرطی مطالب درک,1
درک,1
دوس,1
سال تصویر نامفهوم ذهن مون کتابای دست مطالعه تموم بخونمش,1
اسی,1
سالها خونده امروزبرای چقدر هاش تکرار مکرر جمله هاش حالت تاکید تکرار دوست اصلا قلم ضعیف نمیشه اونقدر قوی کوچکترین دیالوگ متن وقفه خونی قشنگه والا اصلا انقدر محو پوچی نظرات گفتن بهم دست نمیده لذتی زیبا پایان اونی نسخه چاپی قدیمی خونده فرق سال یادم رفته,1
معرکه,1
خوبیه سبک شاهکار حساب میاد,1
سلام همراه تخیل پرداز اجازه خودتون تخیل کنین رمز گشای مقوله اجتماعی تقدس گرایی نگاه هوشمندانه تفکرات دینی نقد نگاه رئالیست چارچوب اجتماعی گذر,1
زیباست شاعرانگی توش دید لذت برد خاصه,1
ممنون میشم کتابی سبک سورئال معرفی سورئال معرفی,1
حتما هدف درگیر زمانی خوندمش ازش درک گمون تخیلیه آدما نشونه تکراری باشن چیزای دیگه,0
راجبش شنو اعتراف حزن انگیز کتابی سوال اینه نتیجه اصلی ممنون میشم پاسخگو,1
دختر توی پیرمرد شال گردن نماد صاحب نظران بدید خواهشا,1
سوالاتی ذهن ایجاد اسمشو گزاشته جغده توی عکس جلد نقشی ایا همون رمان مشهوریه ازش تعریف میکنن ؟؟؟,1
اولینبار میخوندم واشنایی چندانی ممنون,1
ادبی صحنه توصیف توسط راحتی جلوی چشم تجسم هرگز توصیف القا پوچی ناامیدی مرگ وشهوت منقل بافور شراب ضدیت خدا دین,0
دان کناره نشین گوی نیچه کناره نشین همعصران دنیای روزمره  زیو آدمهای معمولی جامعه تفاوت کناره نشین برعکس متن جامعه قرار  زیو مشاهده درد شناخت درمان بیمار درمان همکاری ابزار درمان اختیار گذشته عنوان قرار تشخیص درمان هراس مرگ دکتر محمد صنعتی,0
ایه دیگه وقت تکرار نمیشه,1
نسخه سانسور,1
زمانی منتشر شهرت دست هورا اصلا عده معتقدند خودکشی رمان اندازه دیده سال بیرنگستان نورد سال ساهاب منتشر دومی دستگاه رضاخان عصبانی پای اداره تامینات نظمیه کشان ممنوع القلم ایام نسخه پلی کپی نویس چاپ ایران ممنوع ایام تعدادی جمالزاده فرست اروپا جمالزاده ایران شناسان برش زمانی رضاخان برکنار رمان ایران اجازه انتشار خوانده یاب شهریور صورت پاورقی روزنامه ایران منتشر حذف قسمت مسئول روزنامه معتقد بدآموزی سالی رضاشاه ایران ایران منتشر صورت ناقص سال پاریس خودکشی چنان ناشناخته خودکشی رمان توسط علوی صورت منتشر سال مرگ فرانسه ترجمه ستایش تازه ستایش نویسندگان سوررئال فرانسوی روشن ایرانی قدر شناس نیرو توده گرا مواجهه مثبت خواه روزگار خوان چیزهایی مدنظر قرار حسین پاینده هزارتوی خواننده توان صورت قطعی رمان طرفی شرحی واقعیات گذشته طرفی شرحی رویا هذیان ویژگی اصلی سورئالیسم تلفیق واقعی غیرواقعی قدری آمیز توان تشخیص سورئال سورئال رویا واقعیت توان نشان واقعیت توان دید,0
خطاب دوستان حقیقت خفه زمین دفن بازه امیل زولا,0
آثار بارها خصوصا شاهکار جهانیه کامنت برام جالب عده دیگه کلا خوششون نمیاد حرف زنن متاثر توهین درد بزرگه تقریبا گریبان مون کمابیش گذره بدتر نشانه جهل نادانی مان شخصیت جمله انسان کمیابی درد فهم درد بزرگی دنیا اومده  زیو همون مرگ درد درک موضوع برمیاد درد کمابیش توی وجودشون تیپ آدم نیستن انتظار خوششون بیاد قول بیست سالگی جان کندن هستین درد کشیدین بودین وجه مشترک خودتون اگه تجربه نکردین درد کشیده وارسته درک انسان قدر بفهمه بدونه عمیق مردم پیرامون فلسفه غور دردمند امید نگرش اثری نظیره دید مردم جهل طمع فریب کار شون درک تحمل راهی کمتر اصلا تونه بره ممنوع القلم تاریخ معاصر ایران بیست نسخه دست نویس هند منتشر سختی تحمل هرگز دنبال جاه مقام تملق گوی آخر ترجیح بمیره آلوده کمر حقارت یادش گرامی,1
حضور تاثیر ادبیات میتو تازه تازه زمانی احساس لذت وافر برد کهنه عصر دیجیتال حاکمیت تکنولوژی آثار منحصر بفردش دنیای ادبیات زمان خوان جهان هستی جدا خلوت سکرآور نشدنی بطن خواننده قعر کشان,1
شعر زیبای جاده نمناک مهدی اخوان ثالث شعر مناسبت خودکشی معاصر ایران سرا اگرچه حالیا دیریست کان کاروان کولی ازین دشت غبار آلای کوچیده دامن خاک دامنگیر برچیده پرس دیده غمناک جاده نمناک زنی بویی آشنا آزار دلخواه سگی ناگاه وزیده تنش گمگشته عهدی مهربان چنانچون پاره پیرار سیه روز خزیده حصاری سرخ اسیری عبث بیزار سیر عمر تلخی باخته ندار قناری سرخ درختی ریخته روز سایه هزاران قطره خون خاک جاده نمناک نجوا یامی تاریکخون دلمرده سوداده کافکا خشم نفرین درد دشنام درود هوش جاوید قرون حیرت عصبانی اعصار ابر رند آفاق مست راستین خیام تقوی عهد هنجار عرب ریش عرش آین ایام نقشی زده مهر مردمی خشم نفرت شوق شور دگر خاک افلاک جاده نمناک دگر مانده غمش آیینه مگر نازنین عیاروش لوطی شکایت عشق نافرجام دیرینه پنهان خاطر سپار طوطی کدامین شهسوار باستان تاخته چالاک فکنده صید فتراک جاده نمناک هزاران سایه جنبد باغ باد برخیزد گهی چونان گهی چونین دان دیده غمگین دگر دیریست منزل ناپاک کوچیده دامن خاک برچیده نیک دان نقش روز روشن جبین غیب خوان نقش بسته جلوه دیده دیده پاک جاده نمناک,0
عمر گرانمایه خواهم_برای فهم آثار گذار جلال اندیشه خوش خال ابهام تلقینات قبول قبول اندیشه مگر سراپا ورطه جهل فرو خواه اندیشه معرف واقع دریافت نقدی گذاره لطفا واقع,0
معرکه,1
جالب خوبیه جمله مهمترین زبان فارسی,1
نویس ارتباط برقرار نکردن بند احساس خفگی همون شبا بغض خودتونم دلیلشو نمیدونید همون وقتایی زندگیتون دلیل دلیل ترکتون نمیدونید چطور ادامه بدید موقع ادمای دنیا شبیه نفر انگار ادمای دنیا یاد نفر میندازن عقربه ساعت نبودنشو رخت میکشن بدتر فهم جدایی مقابلت اصلا نبوده اونوقته رمانو درک وقت ادما میشن صدا میشن ساعت ساعت رفتن ثابت میمونه احساس هامون جور نوشتن نگاه اشک خنده هاش,1
نورد دان جستجوگر خصوصی شاعر هنرمند ورزشکار شیرین لذت کنجکاوی طبیعی موضوع زمانی تاسف کنجکاوی ساده فراتر گذاشته محفلی نشین اهتمام عجیبی ناحق انواع القاب برچسب زدن شاعر نهیلیست دون ژوان بای پلار نام نقد آثار حالات روحی روانی عاطفی نقد برجسته جلوه نظریه ارائه چنان قاطعانه انگیزه رفتار مثلا خودکشی سخن گوی گویا شناخت مان ردخور قضاوت زمانیست هنرمند قادر دفاع سیل عظیم تهمت شایعات بدیهی قضاوت اشخاص کار بسا روزگار شرایط شخص قضاوت قرار قولی کفش مطلب قضاوت مان توجیه خالق جدا آنگاه بررسی توضیح مطلب مخاطب خاصی صرفا عنوان یادآوری آنهم نگارنده,1
کامنت یاد حرف افت خواهم_هفتاد سال سیاه نویس مرده شور عقم نشین دست قلم زبان رجاله نویس مشت شرف مان اراذل لیاقت برایشان کار مشت دزد قالتاق اصلا سرشان حرف خوان خوان فهم نویس آشنایی فرزانه,1
رمان حرفه سنگینه خواننده حرفه میطلبه تازه میخواد شازده کوچولورو پیشنهاد العاده کسا کورو نفهمیدن شرح دکتر شمیسا بخونن یاعلی,1
ممنون طاقچه,0
جالب,0
اصلا توصیه درس آموزنده توان یاد توان دست آور توهم خودکشی دین زدگی توهین مقدسات مصرف مواد مخدر بدبینی شکاک همسر امثالهم ارزش یکبار خواندن,0
اولیت سال امسال تازه فهم نماد استعاره نماد تکرارشونده پازل چین فهم حرف چیه زبان راوی خودشه توی زمان رضاشاهه راوی آدم جامعه گریزه خرافات رجاله عامه بیزاره فرار حالت توی خونه دورافتاده توی اطراف شهر تنهایی شخصیت مختلف اثیری لکاته مادر راوی نماد آینده روشن راوی میخواد بهشون برسه نمیرسه نماد بعدی پیرمرد جوی پیرمرد خنزرپنزری پدر عموی راوی کوزه شراب کهنه نماد خرافات گذشته جهالت راوی میخواد ازشون فرار میاد اتفاقا توی میگه هرچ بخوام رذایل فرار انگار توی خون اخر شبیه اینا همون لکاته اثیری دست کشته میشن پیرمرد خنزرپنزری جوک هندی,1
بخون ازش,1
مغز منفجر عجیب غریب بودتاحالا همچین نخونده چقدر مغز خلاق درعین مریض تونه,1
جالب شابهت همزاد داستایوفسکی دیده سبک طنز سیاه مشهود,1
توصیه سرشار یاس ناامیدی توسط اقدام خودکشی خواندن,0
قدرت تصویرسازی,1
انسان پوچی وجه ارزش خواندن,0
والا نمیدونم نسخه سانسور دارکی تازه میخوام صوتی گوش نسخه گوش نیاوردم,1
خواهشمندم خواهشا خواهشا خواهشا اوایل کتب خوان دلیل درک اتفاقات سخت خودم مطالعه درک دلیل شاهکار خواندن دنبال مشابه کتابی خواهشمندم منم معرفی اخر طرز منحصر خواندن عمق حرف,1
موقع برام جالب تکرار سری جملات توصیف قرار توصیف اطلاعات باشن صرفا تکرار میشدن فهم اتفاق آشناست انگار ازش نظریه برداشت آشناست اتفاق افتاده,1
نوشتن ترس غلبه ترس قضاوت کنن,1
عالییه,1
اسم شنو سانسور جالب برام دوست همون تموم تغیر منم متوجه,1
افتضاح افتضاح ستاره زیادیشه دلیل معروفیت اصلا درک وقت خودتون الکی هدر,0
العاده شمارو گوش میخ کوب پایان ماجرا متوجه بیخیال شید دنبال ادبیات داستانی تخیلی مناسبه,1
اشتیاق نمیزاره استراحت انقد زیبا راحت بنظر ارتباط تورو غرق جوری خودت میلولی,1
عرض ادب احترام پیوندی ذهنیت دیدگاه دنیای فانی پایش ابد مان ذهن پاسخ پرسش زیبا,1
دیگه مغز نیم سوز کسا افسردگی دارن عنوان نرن,1
سال گذشته وبرام تداعی دوران جوانی عاشق,1
فضای جادویی شدت جاذبه خاصی همراه عمق ماجرا کشان,1
چرت پرت محض جملات تکراری خسته هفتصد انقد هیچی یاد نمیگیریدفقط دنیای قطبی روان پریش ناامید درک فاز اونایی پیشنهاد میکردن اصلا درک احترامی یسری آثار پسند اصلا سلیقه اصلا توصیه مخصوصا کسا روحیه لطیف تاثیر پذیر دارن,0
نمیدونستم انتظارمه نشان دهنده قدرت هدایته,1
افکار شخص دوست منو فرو برد مرگ دروغ یکبار صوتیشو گوش یکبار الکترونیکی یکبار مدتی خوا نسخه سانسورشو بخون,1
هستی نخون,1
احترام شبیه آدم شهوتران همجنسگرای کودک آزار ناکام نیازش رسیدگی نشده بفکر انتقام سایرین جملات تکرار الکی بلد نیستم بگم امیدوارم خواندن لذت,0
محتوا مسیر فکری,0
فوقالعاده دلم میخواد بخونمش توی صبح غروب تمومش خوششون نمیاد,1
عذرخواهی علاقه مندان شخص بنده اینه تفتضاح القا ناامیدی انرژی منفی ولا ناامیدیواونقدر بده خدا گذاشتش گناه کبیره نخونید عزیز کتابایی نادر ابراهیمی بتونید,0
نسخه حذفیات سانسور,1
کتابو اساس خوانندش معروف ایرانی باخود رمانا رمان ایرانی بخون پشیمون توهمات تکراری روانپریشانه تشبیه حدودا تکرار نهایت ارزشمنده تعالی دنیا تاریک مبهم ناامیدی خیانت پستی بدترین کتابی تاالان,0
ترین تأثیرگذار ادبیات ایران راوی تعریف درگیر افکار خاطرات تاریک پیچیده ذهن فضای رمان سرد وهم آلای گاهی واقعیت خیال تفاوت سختی دیده زبان ساده نماد تصویر دنیایی خلق تجربه روان شناختی فلسفی شخصیت نام نماد احساسات افکار درونی نکات مثبت توان عمق تفکر قدرت تصویرسازی اشاره خواننده ذهن راوی احساسات پیچیده فهم فضا ساختار پیچیده خواننده گیج سنگین کتابی دنبال ساده دوست عمق روح انسان پیچیدگی ذهنی ناراحت تاریک تجربه ماندگار خواننده,1
شاهکاریه توصیه درک ارتباط گیرن راحتی قضاوت سطح وهوای تیره جور انصاف عمقشه درد معمولا انکار اصلا زبون براشون سفره توی ذهن آدمیه جهان پاسخ مون خونن منتظر کلاسیکن جور اعترافه ناخودآگاه متنی روان شناس عریان نقدش آزادانه کاش قبلش تلاش زنده سال انقدر بحث برانگیزه نظرم تونسته حرفی بزنه کنن بلد نیستن بگنبوف کتابیه اگه گوی کلاسیک بخوای قضاوت طبیعیه نفهم اصلا قصه گوی نیومده زبون زخمیه اعتراف نامه روایت سرگرم اگه تونه ارتباط بگیره مشکل خاطر ناتوانی درک فضای روانی فلسفی بخوای بکوب اسمش نقد سطحی نگر مطالعه توی چیزایی امروز کمتر جرئت بهش برسه نوشتن بخواد عمق ساده انگارانه اندازه بگیره خودشو سوال بره,1
رمزآلود نماد,1
تشبیه لغات قشنگی موضوع پراکن اصلا متوجه نمیشی صحبت ایا فصل خیالات اونه واقعیت نسخه سانسور انتظار گیج,0
خطریه اطلاعات خلقت فلسفه خوان,1
اصلا مگه حرفی دربار هیس,1
کنن میر خونی دیگه تونی منطق تکیه ارزش عوض دنباله بقیه میشی توهم بزرگی اسم محتوا ارزش غول معنا مفهوم قبول تویی فهم,0
نظرم شاهکار کتابی مرز رویا واقعیت شگفتیه,1
مزخرف دقیقا برگرفته ذهن انسان مریض روانی اراجیف اسم شاهکار ادبی خور مردم عده بیسوادی سوت دست میزنن آره العادس شاهکاره مزخرف برگرفته ذهن بیمار ایه بخاطر روانپریشی خودکش انسان ضعیف محتوا,0
باسلام عزیز طاقچه دوست ازقضاوت بهتره شناخت شخصیت مرحوم وصادق مرتضی فرزانه میتونه کمک مقوله بکنه ایشون اززمانی درتهران کارمندبانک آشنا میشن وبعدازسفر فرانسه تحصیل پاریس میرن وتازمان خودکشی جزء معدود دوستان ویک روزقبل ازمرگ درآپارتمانش بااو ملاقات درقسمتی ازکتاب کوراشاره ازهدایت پرس درزمان نوشتن تاثیرمواد یاالکل مطالب بشدت مساله روتکذیب بااینکه درقسمتهای مختلف نوش الکل وحتی مصرف کوکائین توسط اذعان کوریک ازخیل جهات دیگرآثارهدایت ودیگرنویسندگان بخاطرهمین قضاوت شنو وخواهیدشنید,1
دوست,0
محتوا گیج روان انسان بازی ناراحتی ترس نگرانی پایان سوال ذهن میسازه بشخصه درگیر مخصوصا وضعیت افسردگی دست پنجه نرم احساس عجیبی آدم میده توصیه بازه بستگی روحیات چقدر متاثر,1
بخاطر شخصیت نمیخونم نمیخوام علایق نژاد پرست روم تاثیر گذار,0
چرند,0
اثری بهتره انسان خام نخوننش ازش لذت دوست ذهنیت آدم نیازمند روان پزشک فهم جامعه شیوع افسردگی اختلالات مختلف درحال افزایشه درصورتی آگاهی ضربه خور کمک ذهنیت آگاهی کار خودمون ضربه خور بنظر جنبه تاریک روح انسان تصویر میکشه توصیف هرچند عوامل بیرونی برروانی آدما تاثیردارن خواست فضابمونه بوجود اومدن عقاید نقش درکل تفاسیر,1
شاهکار عمیق عجیبه واسه ایرانی واجبه پیشنهاد حتما طریق منابع معتبر نقدش بخونید ابعاد براتون روشن,1
مشت چرندیات مزخرفات ساخته ذهن آدم معتاد الکل تریاک ارزش خواندن نداره حیف مطالعه,0
چهل حالم بدتر رهاش روحیه درتضاد ادبیات توصیفات دقیق کاملی حاکم قصه نمیکنه,0
حیف خواندن گذار,0
معنی نامفهوم,0
افسردگی پوچی ادم دست میده,0
