review_text,stars
حضور و تاثیر ادبیات ویژه صادق هدایت را میتوان تازه به تازه ، نو به نو ؛ در هر زمانی احساس کرد و لذت وافر برد. هدایت کهنه نمی شود! در چم و خم عصر دیجیتال و حاکمیت تکنولوژی، گم نمی شود!... و از میان آثار منحصر بفردش در دنیای ادبیات، بوف کور را هر زمان بخوانی از جهان هستی جدا میشوی . نوعی خلوت سکرآور تمام نشدنی در بطن خود دارد که خواننده اش را به قعر می کشاند.,5
عالی,4
عالییییییییییی بود,5
شعر زیبای ” روی جاده نمناک ” مهدی اخوان ثالث  این شعر را به مناسبت خودکشی صادق هدایت بزرگترین نویسنده معاصر ایران سروده بود اگرچه حالیا دیریست کان بی کاروان کولی ازین دشت غبار آلود کوچیده ست و طرف دامن از این خاک دامنگیر برچیده ست هنوز از خویش پرسم گاه آه چه می دیده ست آن غمناک روی جاده ی نمناک ؟ زنی گم کرده بویی آشنا و آزار دلخواهی ؟ سگی ناگاه دیگر بار وزیده بر تنش گمگشته عهدی مهربان با او چنانچون پاره یا پیرار ؟ سیه روزی خزیده در حصاری سرخ ؟ اسیری از عبث بیزار و سیر از عمر به تلخی باخته دار و ندار زندگی را در قناری سرخ ؟ و شاید هم درختی ریخته هر روز همچون سایه در زیرش هزاران قطره خون بر خاک روی جاده ی نمناک ؟ چه نجوا داشته با خویش ؟ پ یامی دیگر از تاریکخون دلمرده ی سوداده کافکا ؟ همه خشم و همه نفرین ، همه درد و همه دشنام ؟ درود دیگری بر هوش جاوید قرون و حیرت عصبانی اعصار ابر رند همه آفاق ، مست راستین خیام ؟ تقوی دیگری بر عهد و هنجار عرب ، یا باز تفی دیگر به ریش عرش و بر آین این ایام ؟ چه نقشی می زده ست آن خوب به مهر و مردمی یا خشم یا نفرت ؟ به شوق و شور یا حسرت ؟ دگر بر خاک یا افلاک روی جاده ی نمناک ؟ دگر ره مانده تنها با غمش در پیش آیینه مگر ، آن نازنین عیاروش لوطی ؟ شکایت می کند ز آن عشق نافرجام دیرینه وز او پنهان به خاطر می سپارد گفته اش طوطی ؟ کدامین شهسوار باستان می تاخته چالاک فکنده صید بر فتراک روی جاده ی نمناک ؟ هزاران سایه جنبد باغ را ، چون باد برخیزد گهی چونان گهی چونین که می داند چه می دیده ست آن غمگین ؟ دگر دیریست کز این منزل ناپاک کوچیده ست و طرف دامن از این خاک برچیده ست ولی من نیک می دانم چو نقش روز روشن بر جبین غیب می خوانم که او هر نقش می بسته ست ،‌ یا هر جلوه می دیده ست نمی دیده ست چون خود پاک روی جاده ی نمناک,0
به چه فکرم.عمر گرانمایه را میخواهم برای فهم آثار صادق هدایت بگذارم!! جلال کجا و اندیشه خوش خط و خال و پر از ابهام و تلقینات غیر قابل قبول هدایت کجا (اگر قبول کنیم اندیشه دارد!) مگر سراپا در ورطه جهل فرو رفته ام که بخواهم اندیشه و فکر و معرفتم را از یک غیر واقع بین مثل هدایت دریافت کنم اگر هم نقدی بر این گذاره های من دارید لطفا واقع بین باشید نه مثل بعضی....,1
معرکه👏👍,5
کتاب جالب و خوبیه از جمله مهمترین داستان های زبان فارسی,5
این نظر رو برای اون هایی مینویسم که با کتاب ارتباط برقرار نکردن.. تا حالا شده به بن بست برسید؟ تا حالا احساس خفگی کردید؟همون شبایی که بغض میکنید و خودتونم دلیلشو نمیدونید. همون وقتایی که کسی وارد زندگیتون میشه و با دلیل یا بدون دلیل ترکتون میکنه و شما نمیدونید چطوری باید ادامه بدید. اون موقع که همه ی ادمای دنیا رو شبیه یه نفر میبینید انگار همه ادمای دنیا تو رو یاد یه نفر میندازن یا حتی عقربه های ساعت نبودنشو به رخت میکشن...این ها همه وقتی بدتر میشه که بفهمی این جدایی برای طرف مقابلت اصلا مهم نبوده اونوقته که کاملا میشه حس حال این رمانو درک کرد اون وقت ادما یکی میشن صدا ها یکی میشن و همه ساعت ها روی ساعت رفتنش ثابت میمونه...احساس صادق هدایت رو خیلی هامون داریم هر کس یه جور بیانش میکنه یکی با نوشتن یکی با نگاه یکی با اشک یکیم حتی با خنده هاش...!,5
Nice,5
درباره صادق هدایت بسیار گفته و نوشته اند. نمیدانم جستجوگری در زندگی شخصی و خصوصی افراد از نویسنده و شاعر تا هنرمند و ورزشکار چرا و تا چه حد شیرین و لذت بخش است؟! البته شاید بخشی از این کنجکاوی ها طبیعی باشد. اما موضوع زمانی تاسف بار میشود که پا را از یک کنجکاوی ساده فراتر گذاشته و در هر محفلی که مینشینیم اهتمام عجیبی برای نسبت دادن ناحق انواع القاب و برچسب زدن ها به نویسنده و شاعر و ... داریم، یکی را نهیلیست، دیگری را دون ژوان و آن یکی را بای پلار و ... می نامیم و به جای نقد آثارش، زندگی شخصی و حالات روحی و روانی و عاطفی اش را نقد کرده و آن را برجسته تر جلوه میدهیم، گاه حتی نظریه هایی را نیز در این خصوص ارائه میکنیم! و چنان قاطعانه از انگیزه رفتارهایشان (مثلا در مورد خودکشی هدایت) سخن میگوییم که گویا شناخت مان از آن فرد ردخور ندارد! این قضاوت ها در زمانیست که خود آن نویسنده یا هنرمند دیگر در میان ما نیست، قادر به دفاع از خود در برابر سیل عظیم تهمت ها و شایعات نیست. آنچه از نظر من بدیهی ست اینکه قضاوت در زندگی اشخاص کار ما نیست، بر عهده ما نیست. چه بسا که ما در آن روزگار نبوده ایم، در شرایط آن شخص قضاوت شده قرار نگرفته ایم و به قولی با کفش های او راه نرفته ایم! البته حتی اگر هم بوده باشیم، باز این مطلب قضاوت مان را توجیه نخواهد کرد. چه خوب است که یک اثر را از زندگی شخصی خالق آن جدا کرده و آنگاه بررسی کنیم. توضیح: این مطلب مخاطب خاصی ندارد و صرفا به عنوان یک یادآوری ست. آنهم اول از همه به خود نگارنده!,4
بعضی کامنت ها رو ک خوندم یاد این حرف صادق هدایت افتادم (میخواهم هفتاد سال سیاه چیز ننویسم. مُرده شور ببرند! عقم می نشیند که دست به قلم ببرم، به زبان این رجّاله ها چیز بنویسم . یک مُشت بی شرف . یک خط هم نباید بماند. این اراذل لیاقت ندارند که کسی برایشان کاری بکند. یک مُشت دزد قالتاق .اصلاً سرشان تو این حرف ها نیست. نمی خوانند، اگر هم بخوانند نمی فهمند . پس برای کی بنویسم؟ #صادق_هدایت / آشنایی با صادق هدایت / فرزانه ),5
در اینکه این نسخه بهترین نسخه الکترونیک این کتاب هستش هیچ شکی نیست واقعا مشخصه ک خیلی روش زحمت کشیده شده، در این هم ک خاندن این کتاب برای هر کس ک میخاد با تاریخ ادبیات ایران آشنا بشه کاملا لازم هستش شکی نیست این هم ک جزء آثار قابل قبول هستش باز اکی اما این که گفته شود ک این کتاب جزء ده رمان برتر سوررئال تاریخ هستش خیلی عجیبه...,3
بوف کور یه رمان حرفه ای و سنگینه و یه خواننده حرفه ای رو میطلبه برای کسی ک تازه میخواد کتاب خوندن رو شروع کنه من کتاب شازده کوچولورو پیشنهاد میکنم .فوق العاده است و البته کسایی که بوف کورو نفهمیدن کتاب شرح دکتر شمیسا بر بوف کور رو بخونن.یاعلی,5
ممنون طاقچه عالی,0
جالب نبود,1
کتاب خوبیه از لحاظ ادبی و به سبک سورئاله و تخیل قوی به کارگرفته شده من با فضای کتاب که شاید خیلی ها دوست نداشته باشن چون حس ناامیدی و تنهایی و غم میده مشکلی ندارم و اتفاقا دوست داشتم چون با حال خودم تقریبا یکیه و وقتی میخونم حس میکنم یکی با خودم همدرده ولی بخش هایی که توهین به قشر های خاص یا عقاید دیگرانه نمیپسندم ولی با این حال کتاب رو خوندم دوس داشتم و اون قسمت هاشو نادیده گرفتم,3
اصلا توصیه نمیکنم. هیچ درس آموزنده ای این کتاب نمی توانید یاد بگیرید! تنها چیزی که می توان از آن به دست آورد توهم خودکشی، دین زدگی و توهین به مقدسات، مصرف مواد مخدر، بدبینی و شکاکی نسبت به همسر و امثالهم هستند. به نظر من حتی ارزش یکبار خواندن را هم ندارد.,1
کتاب بوف کور برای اولیت بار سال ۸۹ خوندم و چیزی حالیم نشد امسال دوباره خوندم و تازه فهمیدم پر نماد و استعاره است و نمادهای تکرارشونده رو عین یه پازل باید کنار هم بچینیم تا بفهمیم حرف صادق هدایت چیه داستان از زبان راوی و درباره خودشه که توی زمان رضاشاهه ، راوی یه آدم جامعه گریزه و از خرافات رجاله ها و عامه بیزاره و برای فرار از این حالت توی یه خونه دورافتاده توی اطراف شهر ری تنهایی زندگی میکنه کتاب شخصیتهای مختلفی داره مثل زن اثیری ، لکاته و مادر راوی : که نماد زندگی و آینده روشن هستند و راوی هی میخواد بهشون برسه اما نمیرسه نمادهای بعدی پیرمرد لب جوی ، پیرمرد خنزرپنزری ، پدر و عموی راوی و کوزه شراب کهنه : که نماد خرافات و گذشته و جهالت هستند و راوی میخواد ازشون فرار کنه و بدش میاد اما اتفاقا توی یه جا از کتاب میگه من هرچی بخوام از این رذایل فرار کنم انگار توی خون من هستند و اخرش شبیه اینا میشه و زندگی که همون لکاته و زن اثیری باشه به دست خودش کشته میشن و خودش هم تبدیل به پیرمرد خنزرپنزری و جوکیان هندی میشه,5
صادق هدایت نویسنده ای خاص باید بیشتر بخونم ازش,5
مغزم منفجر شد ، خیلی عجیب غریب بودتاحالا همچین چیزی نخونده بودم چقدر مغز نویسنده خلاق و درعین حال مریض می تونه باشه!!!!!!,5
کتاب جالبی است شابهت های زیادی با داستان همزاد از داستایوفسکی در آن دیده میشود اما سبک طنز سیاه صادق هدایت در آن مشهود است.,4
توصیه نمیکنم کتاب سرشار از یاس و ناامیدی هست و توسط آقای هدایت قبل از اقدام به خودکشی نوشته شده . از خواندن کتاب حس خوبی پیدا نخواهید کرد.,2
وقتی نویسنده قدرت تصویرسازی اش را به رخ می‌کشد,5
نویسنده اش انسان پوچی بود و به هیچ وجه ارزش خواندن ندارد.,1
والا من نمیدونم که این نسخه سانسور شده است یا نه ولی کتاب دارکی بود تازه میخوام برم صوتی ش رو هم گوش کنم چون با خوندن نسخه گوشی که خیلی از کتاب سر در نیاوردم,4
خواهشمندم خواهشاً خواهشاً خواهشاً اگر اوایل شروع کتب خوانی شما هست با این کتاب شروع نکنید به چند دلیل درک اتفاقات این کتاب سخت است و من هنوز خودم بعد از این همه مطالعه فکر نمی کنم به آن درک رسیده باشم و دلیل بعد آن که این کتاب یک شاهکار است و به نظر من بعد از خواندن این کتاب ممکن است به دنبال کتاب های مشابه آن بروید ولی کتابی پیدا نمی کنید( خواهشمندم اگر پیدا کردید به منم معرفی کنید) و در اخر که آقای هدایت یک طرز فکر منحصر به فردی دارند که با خواندن این کتاب به عمق حرف من پی میبرید,5
این کتاب یه کتاب مزخرف دوست داشتنیه. هیچ لذت از کتاب نمیبرید. اما ازش خوشت میاد. چرا دروغ من نه از این کتاب لذت بردم و نه خوشم اومد. اما از این که این کتاب رو خوندم پشیمون نیستم. صادق هدایت شخصیت و تفکر خوبی نداشته. شاید هم از نظر دنیا خوب نیست. شاید واقعا پوچگرایی و نامیدی رسم درست زندگی باشد. اما خیلی ها منجمله من حاضرم که دروغ رنگی امید را بپذیرم و از حقیقت سیاه نامیدی فرار کنم. به هر حال به شدت با صادق هدایت و تفکر خودش یا شاید کتابهاش مخالف هستم. اما نمیتونم ادبیات قدرتمند و نوشتار جذابشو نادیده بگیرم. ابزوردیسم داخل داستان و تکرار چندین و چندبار حس عجیبی بهم داد که برام جالب بود. حس یک خواب بد رو داشتم. در کل من از این کتاب بدم اومد اما ادبیات، نوع بیان و قلم هدایت رو خیلی دوست دارم.,3
موقع خوندن این کتاب چیزی که برام خیلی جالب بود تکرار یه سری جملات و توصیف ها بود قرار نبود این توصیف ها اطلاعات مهمی باشن صرفا تکرار میشدن تا بفهمیم چرا اون اتفاق به نظر آشناست انگار میشه ازش یه نظریه برداشت کرد که هر آنچه آشناست پیش از آن اتفاق افتاده,4
از یک جایی به بعد انقدر فضا رو توضیح میده و فقط فضا سازی میکنه ک من ترجیح دادم رد شم و برم جلوتر شاید اگر فضا سازی در کار نبود این کتاب ۱۰ الی ۱۵ صفحه می شد.,3
نوشتن از ترس .. خود بزرگترین غلبه بر ترس است .. قبل از آنکه دیگران تو را قضاوت کنن,4
عالییه👌🏻🩵,5
من اسم صادق هدایت شنیده بودم و کتابش خوندم سانسور نداشت جالب بود برام با ی داستان شروع شد و خیلی دوست داشتم با همون داستان تموم میشد اما تغیر کرد منم متوجه نشدم خخخ,5
افتضاح بود افتضااااااااح. یه ستاره هم زیادیشه. دلیل معروفیتش رو هم اصلا درک نمیکنم .وقت خودتون رو الکی هدر ندید 🤦🏻‍♀️,1
کتاب فوق‌العاده است ؛نوشته های این کتاب شمارو به صفحه گوشی میخ کوب می‌کنه و تا پایان ماجرا رو متوجه نشدید بیخیال نمی‌شید .برای افرادی که به دنبال ادبیات داستانی و تخیلی هستند مناسبه,5
اولین باره که با اشتیاق کامل یک کتاب رو خوندم نمیزاره استراحت کنی انقد این کتاب زیبا و راحت میشه بنظرم باهاش ارتباط گرفت تورو غرق خودش می‌کنه جوری که به خودت میلولی 💔,5
عرض ادب و احترام بوف کور پیوندی شد با ذهنیت و دیدگاهم به دنیای فانی و رد پایش تا ابد میماند در ذهنم برای پاسخ به پرسش “زندگی زیبا نیست”,4
این دیگه چی بود مغزم نیم سوز شده😂 (فقط کسایی که افسردگی دارن سمت این کتاب به هیچ عنوان نرن),5
خیلی سالهای گذشته خوندم وبرام تداعی دوران جوانی که عاشق کتاب‌ها صادق هدایت بودم,5
در همان ابتدای کتاب شما را وارد فضای جادویی خود می‌کند و به شدت کتاب جاذبه ی خاصی برای اینکه شما را همراه خود به عمق ماجرا و داستان بکشاند دارد,5
چرت پرت محض،جملات تکراری خسته کننده،از خوندن کتاب هفتصد صفحه ای انقد خسته نشده بودم، هیچی از این کتاب یاد نمیگیریدفقط دنیای افراد دو قطبی،روان پریش ناامید کمی درک میکنید،فاز اونایی ک بوف کور پیشنهاد میکردن اصلا درک نمیکنم،البته ب نویسنده بی احترامی نمیکنم من یسری از آثار هدایت واقعا میپسندم ولی بوف کور اصلا سلیقه من نبود اصلا هم توصیه نمیکنم مخصوصا ب کسایی ک روحیه لطیف تاثیر پذیری دارن,1
من وقتی که شروع کردم‌به خوندن نمیدونستم چی در انتظارمه این کتاب نشان دهنده‌ی قدرت صادق هدایته,5
افکار اول شخص رو خیلی دوست داشتم و منو به فکر فرو میبرد فقط مرگ است که دروغ نمی‌گوید یکبار صوتیشو گوش دادم و یکبار هم الکترونیکی خوندم یکبار هم بعد از مدتی می‌خوام نسخه بدون سانسورشو بخونم,5
زیر سن هستی نخون,5
با احترام نظر همه من با این کتاب حال نکردم بیشتر شبیه داستان یک آدم شهوتران( حتی همجنسگرای کودک آزار) و ناکام هست که چون به نیازش رسیدگی نشده بفکر انتقام از سایرین هست . با جملات پر تکرار . الکی هم بلد نیستم بگم به به عالی بود . امیدوارم از خواندن کتاب لذت ببرید,1
خوب است,4
کتاب هیچ محتوایی ندارد کتاب هیچ مسیر و خط فکری ای به شما نمیدهد,1
در مورد کتاب خب به شدت کتاب سنگینی هست و خیلی با دقت و تمرکز باید خونده بشه اما ممکنه کسانی که به این سبک علاقه ی چندانی ندارند از جمله خودم رو خسته کنه من کتاب رو تا اخر خوندم تا با سبک نوشتاری و عقاید این نویسنده اشنا بشم حقیقتا از دید من بیشتر حس منفی و پوچ گرایی و ناامیدی رو انتقال داد و انگار که راهی جز بدبختی و تحملش وجود نداره خب دوستانی که کتاب رو خوندن میدونن که تو این کتاب همسر هدایت فاحشه ست و هدایت هم عشق اتشین برای لمس تن همسرش داره که حتی با پیرمرد شپشو هم بله اما با هدایت نه هدایتم معتاد و فلک زده میشه از این عشق و حتی به برادرزنش که یه الف بچه بوده هم نظر پیدا کرده بوده هر جوری که فکر میکنم اگر بخوام فقط براساس این کتاب نویسنده رو قضاوت کنم یه کسی که حالا لفظش تو خود کتاب به کار رفته من نگم بهتره مردی که رو زن و زندگیش تعصب نداره و خودش بساط فسق و فجور رو برای زنش فراهم میکنه معتاده بچه بازه و بی اراده در مقابل هوس و پایان دادن به زندگی زناشویی مزخرفشه و در نهایت به یک قاتل تبدیل میشه تنها چیزی که بلد هست زبون بازی و بازی با کلمات هست که یه عده شدیدا بشن طرفدارش چون حرف قشنگ میزنه من بریده های خیلی زیادی از کتابش رو گذاشتم چون بین همه جملات پوچ و بی خاصیتش چند تا جمله خوب و البته افسرده هم وجود داشت ولی در کل من این کتاب رو جز برای عمل نکردن و الگو نگرفتن ازش توصیه نمیکنم بخونید و دقیقا برعکسش زندگی کنید,3
کتاب فوقالعاده ای بود. دلم میخواد دوباره بخونمش من که توی یه صبح تا غروب تمومش کردم از بس خوب بود ولی بعضی ها خوششون نمیاد.,5
خوب نبود,1
ضمن عذرخواهی به علاقه مندان این کتاب ؛ نظر شخص بنده اینه که تفتضاح بود .. چرا ؟! القای ناامیدی و انرژی منفی و حال بد .. ولا غیر ... و ناامیدیواونقدر بده که خدا گذاشتش تو گناهان کبیره .. نخونید عزیزان چنین کتابایی رو .. برید از نادر ابراهیمی کتاب بتونید .,1
آیا این نسخه حذفیات و سانسور داره؟,5
این کتابو فقط بر این اساس خوندم که خوانندش معروف بوده و ایرانی،، باخودم گفتم از بین رمانا، رمان ایرانی هم بخونم، ولی واقعا پشیمون و دل‌زدم کرد، پر از توهمات تکراری و روانپریشانه بود،، یه تشبیه رو حدودا ده بار تکرار کرده نویسنده، در نهایت یه کتاب از نظر من وقتی ارزشمنده که موجب تعالی و رشد فرد بشه، نه که باعث بشه دنیا رو تاریک و مبهم و پر از ناامیدی و خیانت و پستی ببینیم، بدترین کتابی که تاالان خوندم همین بوده متاسفانه,1
بوف کور نوشته صادق هدایت، یکی از خاص‌ترین و تأثیرگذارترین کتاب‌های ادبیات ایران است. این کتاب داستان راوی‌ای را تعریف می‌کند که درگیر افکار و خاطرات تاریک و پیچیده‌ی ذهنش است. فضای رمان سرد و وهم‌آلود است و گاهی بین واقعیت و خیال تفاوت به سختی دیده می‌شود. هدایت با زبان ساده اما پر از نماد و تصویر، دنیایی خلق کرده که بیشتر از یک داستان، یک تجربه‌ی روان‌شناختی و فلسفی است. شخصیت‌های کتاب نام ندارند یا بیشتر مثل نمادهایی از احساسات و افکار درونی هستند. از نکات مثبت کتاب می‌توان به عمق تفکر و قدرت تصویرسازی آن اشاره کرد که باعث می‌شود خواننده وارد ذهن راوی شود و احساسات پیچیده او را بفهمد. اما همین فضا و ساختار پیچیده برای بعضی خواننده‌ها گیج‌کننده و سنگین است. در کل، «بوف کور» کتابی است برای کسانی که دنبال داستان ساده نیستند و دوست دارند به عمق روح انسان و پیچیدگی‌های ذهنی او فکر کنند. این کتاب ممکن است ناراحت‌کننده و تاریک باشد، اما تجربه‌ای ماندگار و متفاوت به خواننده می دهد.,5
شاهکاریه که برای همه توصیه نمی‌شه! من درک می‌کنم که همه با بوف کور ارتباط نمی‌گیرن؛ چون واقعاً کتاب راحتی نیست. اما فکر می‌کنم قضاوتش فقط از روی سطح داستان یا حال‌وهوای تیره‌ش، یه جور بی‌انصافی نسبت به عمقشه. هدایت با این کتاب، سعی کرده دردهایی رو بیان کنه که معمولاً یا انکار می‌شن یا اصلاً زبون براشون نیست. این یه سفره توی ذهن آدمیه که نه فقط از جهان بیرون، بلکه از خودش هم بی‌پاسخ مونده. خیلی‌ها وقتی این کتاب رو می‌خونن، منتظر یه داستان کلاسیکن، اما بوف کور یه جور اعترافه، یه ناخودآگاه متنی، یه روان‌شناسی عریان. نقدش آزادانه‌ست، ولی کاش قبلش تلاش کنیم ببینیم چرا این کتاب هنوز زنده‌ست، چرا هنوز بعد از این‌همه سال، انقدر بحث‌برانگیزه. به نظرم این یعنی هدایت تونسته حرفی بزنه که خیلی‌ها فقط حسش می‌کنن، ولی بلد نیستن بگنبوف کور کتابیه که اگه فقط با متر داستان‌گویی کلاسیک بخوای قضاوتش کنی، خب طبیعیه که نفهمیش. چون اصلاً برای قصه‌گویی نیومده. این کتاب یه زبون زخمیه، یه اعتراف‌نامه‌ست، نه یه روایت سرگرم‌کننده. اگه کسی نمی‌تونه باهاش ارتباط بگیره، مشکلی نیست؛ ولی اینکه به‌خاطر ناتوانی در درک فضای روانی و فلسفی اثر بخوای بکوبیش، اسمش نقد نیست. این یه سطحی‌نگری بی‌مطالعه‌ست. هدایت توی بوف کور یه چیزایی گفته که حتی امروز هم کمتر کسی جرئت داره بهش فکر کنه، چه برسه به نوشتنش. اینکه کسی بخواد این عمق رو با مترهای ساده‌انگارانه اندازه بگیره، بیشتر از کتاب، خودشو زیر سوال می‌بره,5
رمزآلود و پر از نماد,5
این کتاب دارای تشبیه ها و لغات قشنگی بود اما بسیار موضوع پراکنده ای داشت و برای بار اول اصلا متوجه نمیشی که در مورد چه چیزی داره صحبت میکنه ایا این فصل در مورد خیالات اونه یا واقعیت و من نسخه بدون سانسور را ا خوندم و انتظار بعضی از چیز ها رو نداشتم 😂 در کل خیلی گیج کننده بود,1
خطریه. اطلاعات زیادی در مورد خلقت و فلسفه ندارید نخوانید.,5
اصلا مگه میشه حرفی دربارش زد؟! هیسسس!,5
وقتی یکی رو خیلی بزرگ می‌کنن، بعد میری کتابش رو می‌خونی، دیگه نمی‌تونی به منطقت تکیه کنی که می‌گه کتاب، خیلی بی ارزش و بی سر و ته بود... در عوض دنباله‌رو بقیه میشی و به توهم بزرگیِ اسم‌ نویسنده، از محتوای یک کتاب بسیار کم ارزش، یک غولِ معنا و مفهوم می‌سازی و قبول می‌کنی این تویی که نمی‌فهمی، نه نویسنده!,2
به نظرم این کتاب یه شاهکار هست کتابی که در اون مرز رویا و واقعیت گم میشه و پر از شگفتیه,5
راجع به کیفیت ادبی و فلسفیش نظر نمیدم چون بحث طولانی می طلبه ولی کسانی که این کتاب براشون شده معیار سنجش فهم و شعور ادبی‌ و بقیه رو مسخره میکنن خیلی جالبن، مثل بچه ای می مونن که با سیگار کشیدن فکر میکنه بزرگ شده، خیلیاشون هم در همین حدن. حالا البته اینا یه خرده بهتر شدن به جای سیگار، بوف کور دست گرفتن.,3
مزخرفترین کتاب.دقیقا برگرفته شده از ذهن انسان مریض و روانی.هر اراجیفی و به اسم شاهکار ادبی به خورد مردم دادن یه عده هم از سر بیسوادی سوت و دست میزنن آره فوق العادس،شاهکاره. این مزخرف برگرفته از ذهن بیمار نویسنده ایه که بخاطر روانپریشی خودکش کرد.انسان ضعیف و بی محتوا,1
باسلام به همه عزیزان طاقچه ای کتاب دوست قبل ازقضاوت این کتاب بهتره یه شناخت کلی از شخصیت مرحوم هدایت داشته باشید.کتاب من وصادق هدایت نوشته مرتضی فرزانه میتونه کمک زیادی به این مقوله بکنه.ایشون اززمانی که هدایت درتهران کارمندبانک بودن باهاش آشنا میشن وبعدازسفر هدایت به فرانسه برای تحصیل به پاریس میرن وتازمان خودکشی هدایت جزء معدود دوستان هدایت بودن ویک روزقبل ازمرگ هدایت هم درآپارتمانش بااو ملاقات میکنه...درقسمتی ازکتاب به بوف کوراشاره میکنه که ازهدایت پرسیدم که آیا درزمان نوشتن کتاب تحت تاثیرمواد یاالکل این مطالب را نوشته که هدایت بشدت این مساله روتکذیب میکنه...بااینکه درقسمتهای مختلف کتاب به نوشیدن الکل وحتی مصرف کوکائین توسط هدایت اذعان کرده... بوف کوریک اثر متفاوت ازخیلی جهات با دیگرآثارهدایت ودیگرنویسندگان هست.بخاطرهمین قضاوتهای متفاوتی هم درباره اون شنیدید وخواهیدشنید...,5
اگر دنبال کتابی با قلم حرفه ای هستید طبیعتا خوندنش رو پیشنهاد می کنم. ولی اگه داستان براتون مهمه و نمی دونید نوشته های صادق هدایت چه شکلیه باید بگم دنبال داستان دارای ماجرا نباشید. مبهم و فلسفی بودن ویژگی نوشته های هدایت (و افرادی که به اصطلاح خودشون روشنفکرهای اون دوره ن) هست. برای تجربه نوشتاری پیشنهادش می کنم ولی قبل از هرچیز بدونید که متن سرشار از احساس پوچی و بی هدفی هست. توهین به عقاید و باورهای مذهبی در افکار شخصیت داستان دیده میشه، چیزی که من نمی پسندم پس اگر نگرانید این کتاب چنین حسی رو در شما تقویت کنه و باعث افسردگی تون بشه نخونید. اساسا اینکه در این حد نوشته های یک نفر نزدیک به شخصیت خودش باشه (اینطور که گفته میشه) رو نمی پسندم. به نظرم اگر قراره یک داستان کاملا شخصیت نویسنده داخلش آشکار باشه خب چرا داستان می نویسی کتاب فلسفی یا خودزندگی نامه بنویس.,3
در مورد متن کتاب و جذابیت و کشش داستانی که با محتوای روانشناسی تاریک و بینظیر خودش آدم رو مجذوب می‌کنه بحثی نمیکنم اما سانسور این اثر باعث شده این کار اندکی افول کنه و بخش های حذف شده مثل تکه ای از وجود کتاب کنده شده با اینکه بسیار کمه این بخش ها اما حس میشه,3
دوست نداشتم,2
محتوای کتاب کمی گیج کننده و در عین حال با روان انسان بازی میکنه. هم حس ناراحتی داره هم ترس هم نگرانی. و در پایان واقعا سوالات زیادی در ذهن میسازه. من بشخصه خیلی درگیر شدم با این کتاب. مخصوصا اگر کمی با وضعیت بد و افسردگی دست و پنجه نرم کنید خیلی احساس عجیبی به آدم میده. خوندن این کتاب رو توصیه میکنم ولی بازهم بستگی به روحیات شما داره که چقدر متاثر باشید.,5
بخاطر شخصیت صادق هدایت این کتاب رو نمیخونم. نمیخوام علایق یک فرد نژاد پرست روم تاثیر گذار باشه,1
چرند,1
یعنی کتابش کلا ۸۷صفحه بود اما چندین بار وسط کتاب چرت زدم،اونقدر که تشبیه های طولانی داشت،متنش که روان نبود،آخر کتاب هم که به کل داستان نگاه انداختم چیزی جز مرگ و افسردگی و.. ندیدم،انگار که یه هاله سیاهی رو داستان باشه.چندتا کتاب دیگه هم از صادق هدایت خواندم داخلشون مرگ و خودکشی بود که با روحیات من نمیساخت و نصفه رها کردم.,3
این یک اثری هست که بهتره انسانهای خام نخوننش. من ازش لذت بردم چون دوست داشتم ذهنیت بعضی آدمهایی که نیازمند روان‌پزشک هستند رو بفهمم. متاسفانه تو جامعه شیوع افسردگی و اختلالات مختلف درحال افزایشه و درصورتی که آگاهی کامل وجود نداشته باشیم ضربه میخوریم. این کتاب کمک میکنه از ذهنیت این افراد آگاهی پیدا کنیم و حداقل کاری کنیم خودمون ضربه نخوریم. بنظرم این کتاب جنبه ی تاریک روح انسان رو داره به تصویر میکشه و توصیف میکنه هرچند عوامل بیرونی هم برروانی شدن آدما خیلی تاثیردارن ولی خود فرد هم میخواست تو این فضابمونه و همین مورد باعث بوجود اومدن عقاید خاص در نقش اول شد. درکل تفاسیر زیادی از کتاب میشه. ولی نظر من این بود.,4
این کتاب شاهکار و صد البته عمیق و عجیبه که خوندنش واسه هر ایرانی‌ای واجبه. پیشنهاد میکنم بعد از خوندنش حتما از طریق منابع معتبری نقدش رو هم بخونید که ابعادی بیشتر از داستان براتون روشن بشه.,5
یک مشت چرندیات و مزخرفات ساخته ذهن یک آدم معتاد به الکل و تریاک، که حتی ارزش یک بار خواندن هم نداره.حیف وقتی که صرف مطالعه این کتاب کردم.,1
خیلی خوب بود:),5
تا سی چهل صفحه اول کتاب رو خوندم و واقعا حالم رو بد و بدتر میکرد.پس رهاش کردم. با روحیه و حال من کاملا درتضاد بود.ادبیات و توصیفات دقیق و کاملی داره با این حال این چیزی از حال بد حاکم به قصه کم نمیکنه,1
حیف وقتی که برای خواندنش گذاشتم,1
خیلی بی معنی و نامفهوم,1
حس افسردگی و پوچی به ادم دست میده,1
من فقط برای سایه خودم مینویسم که جلو چراغ رو به دیوار افتاده است ، باید خودم را به او معرفی کنم,5
